quote,joy,sadness,anger,surprise,dominant,ambiguous,emotion
"Do not become someone else just because you are hurt. Be who you are & smile, it may solve, all problems you have got.",1,1,1,1,joy,True,happy
The level of success you achieve will be in direct proportion to the depth of your commitment.,2,0,0,0,joy,False,happy
"We spend money that we do not have, on things we do not need, to impress people who do not care.",1,0,1,1,joy,True,happy
"The whole summer lay ahead of us-time to rest, time to wait. And when the future comes-no matter what comes with it-I'll be smarter. I'll be stronger. I'll be ready.",0,0,0,0,joy,True,happy
it takes as much courage to have tried and failed as it does to have tried and succeded.,0,0,0,0,joy,True,happy
I’d rather welcome change than cling to the past.,0,0,0,0,joy,True,happy
Four things to learn in life: To think clearly without hurry or confusion; To love everybody sincerely; To act in everything with the highest motives; To trust God unhesitatingly.,3,0,1,1,joy,False,happy
"Love cures people, both the ones who give it and the ones who receive it.",1,0,0,0,joy,False,happy
"If you don’t have the time to do something right, where are you going to find the time to fix it?",0,0,0,0,joy,True,happy
"I will be generous with my love today. I will sprinkle compliments and uplifting words everywhere I go. I will do this knowing that my words are like seeds and when they fall on fertile soil, a reflection of those seeds will grow into something greater.",3,1,2,0,joy,False,happy
It's been said that love finds you when you're ready.,1,0,0,0,joy,False,happy
"How strange is man that when he is afraid of something he runs away from it, but when he is afraid of Allah, he gets closer to Him.",0,0,0,0,joy,True,happy
"What she had long believed was not true, and now the world was wide open to discover what was",1,0,0,0,joy,False,happy
"If you set yourself to it, you can live the same life, rich or poor. You can keep on with your books and your ideas. You just got to say to yourself, ""I'm a free man in here"" - he tapped his forehead - ""and you're all right.",0,0,0,0,joy,True,happy
"A great human revolution in just a single individual will help achieve a change in the destiny of a nation and, further, can even enable a change in the destiny of all humankind.",1,1,1,1,joy,True,happy
Team work makes the dream work,0,0,0,0,joy,True,happy
"I should have learned this, she thought. I wanted to learn fire, and pain, but I should have learned people.",0,1,0,0,sadness,False,sad
"And so I ask myself: 'Where are your dreams?' And I shake my head and mutter: 'How the years go by!' And I ask myself again: 'What have you done with those years? Where have you buried your best moments? Have you really lived? Look,' I say to myself, 'how cold it is becoming all over the world!' And more years will pass and behind them will creep grim isolation. Tottering senility will come hobbling, leaning on a crutch, and behind these will come unrelieved boredom and despair. The world of fancies will fade, dreams will wilt and die and fall like autumn leaves from the trees. . . .",0,7,3,0,sadness,False,sad
Have love for your inner Self and everything else is done for you.,1,0,0,0,joy,False,happy
Worrying is arrogant because God knows what He's doing.,1,1,1,0,joy,True,happy
Man is born broken. He lives by mending. The grace of God is glue.,1,1,1,0,joy,True,happy
This new day has greeted us with no rules; unconditional opportunity. Do not dilute the power of this new day with the hardship of yesterday. Greet this day the way it has greeted you; with open arms and endless possibility.,1,2,1,0,sadness,False,sad
"When I pictured myself, it was always like just an outline in a colouring book, with the inside not yet completed.",0,0,0,0,joy,True,happy
"In spite of everything I still believe that people are really good at heart. I simply can't build up my hopes on a foundation consisting of confusion, misery and death.",1,2,4,2,anger,True,angry
One of the best ways to influence people is to make those around you feel important.,0,0,0,0,joy,True,happy
"Everytime I plant a seed,he say kill it before it grow, he say kill it before they grow.",2,2,0,0,joy,False,happy
Each man should frame life so that at some future hour fact and his dreaming meet.,0,0,0,0,joy,True,happy
The sidelines may be safer but life is played on the field,0,0,0,0,joy,True,happy
We never know how high we are till we are called to rise. Then if we are true to form our statures touch the skies.,1,0,0,0,joy,False,happy
Quiet people have the loudest minds.,0,1,0,0,sadness,False,sad
Brimstone once told me that to stay true in the face of evil is a feat of strength.,2,1,2,1,joy,True,happy
I cannot trust a man to control others who cannot control himself.,0,0,0,0,joy,True,happy
Something amazing happens when you're in love and don't give a damn about what day it is anymore.,1,0,1,0,joy,False,happy
People are always telling me that i'm not like other girls...that i dont dress like other girls...that i dont act like other girls. But i'm my OWN person...i go to the beat of my own drum.,0,0,0,0,joy,True,happy
"I don't think we get answers to every question. We don't get all the whys. But I think when we look back to the end of our lives, if we do the best we can, and we will see that the things we begged God to take from us, the things we cursed him for, the things that made us turn our backs on him, are the things that were the biggest blessings, the biggest opportunities for growth.",2,1,1,1,joy,True,happy
"And the fox said to the little prince: men have forgotten this truth, but you must not forget it. You become responsible, forever, for what you have tamed.",0,1,0,0,sadness,False,sad
"So what? You're another person, so of course you look different. What do you need to be ashamed for?",0,1,0,0,sadness,False,sad
"?Today is a new day. It's a day you have never seen before and will never see again. Stop telling yourself the 'same crap, different day' lie! How many days has that lie stolen from you? Seize the wonder and uniqueness of today! Recognize that throughout this beautiful day, you have an incredible amount of opportunities to move your life into the direction you want it to go.",1,2,3,0,anger,False,angry
"We're called to be faithful, to take those first difficult steps--and to leave the results up to God.",1,1,0,1,joy,True,happy
"Things will change: you won't feel this way forever. And anyway, sometimes the hardest lessons to learn are the ones your soul needs most.",0,0,0,0,joy,True,happy
"It occurred to me by intuition, and music was the driving force behind that intuition. My discovery was the result of musical perception.",2,2,2,1,joy,True,happy
Appreciate the moment of a first kiss; it may be the last time you own your heart.,1,0,0,1,joy,False,happy
A dream you dream alone is only a dream. A dream you dream together is reality.,0,0,0,0,joy,True,happy
Society will always be too fragile to accept us for all that makes us beautiful.,1,1,0,0,joy,False,happy
"Yet there are moments when the walls of the mind grow thin; when nothing is unabsorbed, and I could fancy that we might blow so vast a bubble that the sun might set and rise in it and we might take the blue of midday and the black of midnight and be cast off and escape from here and now.",3,1,0,1,joy,False,happy
"It is foolish to tear one’s hair in grief, as though sorrow would be made less by baldness.",0,2,0,0,sadness,False,sad
"I want you to have big dreams, big goals. I want you to strive to achieve them. But I don't want to see you beating yourself up every time you make a mistake.",1,2,1,0,sadness,False,sad
"The More we value things, the less we value ourselves",0,0,0,0,joy,True,happy
I don't regret the painful times; I bare my scars as if they were medals.,0,2,1,0,sadness,False,sad
"Ten spears go to battle,"" he whispered, ""and nine shatter. Did the wa",0,1,2,1,anger,False,angry
A thing worth having is a thing worth cheating for.,0,0,0,0,joy,True,happy
"Holding a grudge & harboring anger/resentment is poison to the soul. Get even with people...but not those who have hurt us, forget them, instead get even with those who have helped us.",0,2,3,0,anger,False,angry
"Strength is Life, Weakness is Death",0,1,1,1,sadness,True,sad
"Love feels no burden, thinks nothing of its trouble, attempts what is above its strength, pleads no excuse for impossibility, for it thinks all things are lawful for itself and all things are possible",1,0,0,0,joy,False,happy
Better to shun the bait than struggle in the snare.,0,2,2,0,sadness,False,sad
"You don't win races by wishing, you win them by running faster than everyone else does.",0,0,0,0,joy,True,happy
"To do something that you feel in your heart that's great, you need to make a lot of mistakes. Anything that's successful is a series of mistakes.",1,0,0,0,joy,False,happy
You have every right to a beautiful life.,1,0,0,0,joy,False,happy
It is our wounds that create in us a desire to reach for miracles. The fulfillment of such miracles depends on whether we let our wounds pull us down or lift us up towards our dreams.,2,0,0,0,joy,False,happy
Happiness depends more on the inward disposition of mind than on outward circumstances.,1,0,0,0,joy,False,happy
Onward and Upward! To Narnia and the North!,0,0,0,0,joy,True,happy
I do like the world quite a lot.,0,0,0,0,joy,True,happy
"Go and get your things,' he said. 'Dreams mean work.",0,0,0,0,joy,True,happy
"To separate oneself from the burden, the angst, the anguish that we all encounter everyday. To say I am alive, I am wonderful, I am. I am. That is something to aspire to.",3,1,1,1,joy,False,happy
"In the end, everything is a gag.",0,0,0,0,joy,True,happy
I can't understand why people are frightened of new ideas. I'm frightened of the old ones.,0,0,0,2,surprise,False,surprise
"God is whispering in your heart, in the whole existence, just tune your ears.",1,0,0,0,joy,False,happy
"When something is important enough, you do it even if the odds are not in your favour.",0,0,0,0,joy,True,happy
Me plus you. (Imma tell you one time) Me plus you. (Imma tell you one time,0,0,0,0,joy,True,happy
Everyone kept telling me not to worry someone will do something. No one did so I became someone and did something.,0,1,0,0,sadness,False,sad
The strength of a man isn't seen in the power of his arms. It's seen in the love with which he EMBRACES you.,1,0,0,0,joy,False,happy
A successful marriage requires falling in love many times -- always with the same person.,3,1,0,0,joy,False,happy
I don't think you should wait. I think you should speak now.,0,0,0,0,joy,True,happy
"Indeed, the more we find to love, the more we add to the measure of our hearts.",1,0,0,0,joy,False,happy
But there's always a first time for everything,0,0,0,0,joy,True,happy
You have forgotten the On,0,1,0,0,sadness,False,sad
This was not a fearie tale. This was not the movies. This was life. It hurt more. It was excruciating. It was excruciatingly beautiful.,1,1,1,0,joy,True,happy
"No matter who we are, no matter what our circumstances, our feelings and emotions are universal. And music has always been a great way to make people aware of that connection. It can help you open up a part of yourself and express feelings you didn't know you were feeling. It's risky to let that happen. But it's a risk you have to take-because only then will you find you're not alone.",2,2,1,1,joy,True,happy
"Do not let the hero in your soul parish, in lonely frustration, for the life you deserved but never have been able to reach. Check your road and the nature of your battle. The world you desired can be won. It exists, it is real, it is possible, it is yours.",1,1,3,1,anger,False,angry
"God is God. He knows what he is doing. When you can’t trace his hand, trust his heart.",2,0,0,0,joy,False,happy
"Watch for the thing that will show itself to you. Because that thing, when you find it, will be your future.",0,0,0,0,joy,True,happy
"Tuhan kan nggak mungkin langsung sedekah ke orang-orang, ya kalianlah sedekah duit kalau punya duit, sedekah ilmu, sedekah senyum",0,0,0,0,joy,True,happy
Happiness is the only thing worth fighting for in life.,1,0,1,0,joy,False,happy
"We don’t truly appreciate what we have until it’s gone… We don’t really appreciate something until we have experienced some events; we don't really appreciate our parents until we ourselves have become parents. Be grateful for what you have now, and nothing should be taken for granted.",0,0,0,0,joy,True,happy
"For too many centuries women have been being muses to artists. I wanted to be the muse, I wanted to be the wife of the artist, but I was really trying to avoid the final issue — that I had to do the job myself.",0,0,0,0,joy,True,happy
A revolution is coming – a revolution which will be peaceful if we are wise enough; compassionate if we care enough; successful if we are fortunate enough – but a revolution which is coming whether we will it or not. We can affect its character; we cannot alter its inevitability,2,3,3,4,surprise,True,surprise
"Evil exists in us all, Torak. Some fight it. Some feed it. That's how it's always been.",0,1,2,0,anger,False,angry
I believe in some blending of hope and sunshine sweetening the worst lots. I believe that this life is not all; neither the beginning nor the end. I believe while I tremble; I trust while I weep.,2,1,0,1,joy,False,happy
"What you do is what matters, not what you think or say or plan.",0,0,0,0,joy,True,happy
Self-esteem comes from being able to define the world in your own terms and refusing to abide by the judgments of others.,0,0,0,0,joy,True,happy
Never let anybody guess that you have a mind of your own. Above all be pure,0,0,0,1,surprise,False,surprise
Nobody gets praised for the right reasons.,1,0,0,0,joy,False,happy
"I am an optimist... I choose to be. There is a lot of darkness in our world, there is a lot of pain and you can choose to see that or you can choose to see the joy. If you try to respond positively to the world, you will spend your time better.",1,2,1,0,sadness,False,sad
"One of the lessons that I grew up with was to always stay true to yourself and never let what somebody else says distract you from your goals. And so when I hear about negative and false attacks, I really don't invest any energy in them, because I know who I am.",1,1,0,0,joy,False,happy
"The dream was always running ahead of me. To catch up, to live for a moment in unison, was the miracle.",1,0,0,2,surprise,False,surprise
Can a dream be wrong? Aren't dreams God's way of telling you things?,1,0,0,0,joy,False,happy
Here lies one whose name was writ on water.,0,0,0,0,joy,True,happy
? ????? ??? ? ??? ???? ???? ???? ???????? ???.,0,0,0,0,joy,True,happy
Fear defeats more people than any other one thing in the world.,0,0,1,0,anger,False,angry
Everything will be alright in the end so if it is not alright it is not the end.,0,0,0,0,joy,True,happy
she lived with hurricane eyes and fell in love with the way the waves collapsed against her cheeks.,1,1,0,0,joy,False,happy
"I am not a victim. No matter what I have been through, I'm still here. I have a history of victory.",1,1,1,0,joy,True,happy
In your own life it's important to know how spectacular you are.,0,0,0,1,surprise,False,surprise
Living never wore one so much as the effort not to live.,0,0,0,0,joy,True,happy
"If you remember nothing else, remember this: Inspiration from outside one's self is like the heat in an oven. It makes passable Bath buns. But inspiration from within is like a volcano: It changes the face of the world.",2,0,0,1,joy,False,happy
"I can tell you I love you as many times as you can stand to hear it, but all it does is remind us that love is not enough. Not even close.",2,0,0,0,joy,False,happy
"Biarkan orang lain menjalani kehidupan yang kecil, tetapi kamu jangan",0,0,0,0,joy,True,happy
Dreams are the language of God.,1,0,0,0,joy,False,happy
Philosophy of science is about as useful to scientists as ornithology is to birds.,0,0,0,0,joy,True,happy
"It is our failure to become our perceived ideal that ultimately defines us and makes us unique. It's not easy, but if you accept your misfortune and handle it right your perceived failure can become a catalyst for profound re-invention.",0,3,0,1,sadness,False,sad
It is this belief in a power larger than myself and other than myself which allows me to venture into the unknown and even the unknowable.,0,0,0,1,surprise,False,surprise
"The story of my recent life.' I like that phrase. It makes more sense than 'the story of my life', because we get so many lives between birth and death. A life to be a child. A life to come of age. A life to wander, to settle, to fall in love, to parent, to test our promise, to realize our mortality- and in some lucky cases, to do something after that realization.",5,2,1,2,joy,False,happy
"Deep down, I don’t believe it takes any special talent for a person to lift himself off the ground and hover in the air. We all have it in us—every man, woman, and child—and with enough hard work and concentration, every human being is capable of…the feat….You must learn to stop being yourself. That’s where it begins, and everything else follows from that. You must let yourself evaporate. Let your muscles go limp, breathe until you feel your soul pouring out of you, and then shut your eyes. That’s how it’s done. The emptiness inside your body grows lighter than the air around you. Little by little, you begin to weigh less than nothing. You shut your eyes; you spread your arms; you let yourself evaporate. And then, little by little, you lift yourself off the ground",2,1,0,0,joy,False,happy
If you take responsibility for yourself you will develop a hunger to accomplish your dreams.,1,0,0,0,joy,False,happy
I admire those who do good and expect nothing in return.,1,0,0,2,surprise,False,surprise
"No matter how safe and beautiful it is, a cage is still a cage.",2,2,0,0,joy,False,happy
"When God had made The Man, he made him out of stuff that sung all the time and glittered all over. Some angels got jealous and chopped him into millions of pieces, but still he glittered and hummed. So they beat him down to nothing but sparks but each little spark had a shine and a song. So they covered each one over with mud. And the lonesomeness in the sparks make them hunt for one another.",1,0,1,0,joy,False,happy
Hard times build determination and inner strength. Through them we can also come to appreciate the uselessness of anger. Instead of getting angry nurture a deep caring and respect for troublemakers because by creating such trying circumstances they provide us with invaluable opportunities to practice tolerance and patience.,2,0,3,0,anger,False,angry
Maybe 'Okay' will be our 'always'...,0,0,0,0,joy,True,happy
It used to be about trying to do something. Now it's about trying to be someone.,0,0,0,0,joy,True,happy
What would you attempt to do if you knew you could not fail?,0,0,0,0,joy,True,happy
"Sometimes we know in our bones what we really need to do, but we're afraid to do it. Taking a chance and stepping beyond the safety of the world we've always known is the only way to grow, though and without risk there is no reward.",2,0,0,2,joy,False,happy
The word 'listen' contains the same letters as the word 'silent'.,0,0,0,0,joy,True,happy
The atheist staring from his attic window is often nearer to God than the believer caught up in his own false image of God.,2,0,0,0,joy,False,happy
"If I lived a million lives, I would've felt a million feelings and I still would've fallen a million times for you.",0,0,0,0,joy,True,happy
I shut my eyes in order to see.,0,0,0,0,joy,True,happy
"It was stupid to hope, she knew. But sometimes hope was all you had.",2,0,0,2,joy,False,happy
The cause of most of man's unhappiness is sacrificing what he wants most for what he wants now.,0,1,0,0,sadness,False,sad
We had the experience but missed the meaning. And approach to the meaning restores the experience in a different form.,0,0,0,0,joy,True,happy
"Don't lose heart if it's very difficult at times, everything will come out all right and nobody can in the beginning do as he wishes.",0,1,1,1,sadness,True,sad
"It’s funny, for all it took was a broken heart and that alone was enough, enough for her to do everything she ever dreamed of.",0,1,1,0,sadness,False,sad
"Happiness is a state of mind, a choice, a way of living; it is not something to be achieved, it is something to be experienced.",1,0,0,0,joy,False,happy
"Sometimes success isn't about making the right decision, it's more about making some decision.",1,0,0,0,joy,False,happy
The truth is I didn’t need therapy; I just needed to feel loved and know that someone out there craved my attention.,0,0,0,0,joy,True,happy
Life doesn't just happen to you; yo,0,0,0,0,joy,True,happy
Tell all the Truth but tell it slant-,0,0,0,0,joy,True,happy
"The good thing about being old, is you don’t have to worry about dying young.",1,2,1,1,sadness,True,sad
"We live out our lives as we are meant to live them-with some choice, with some chance, but mostly as a result of the persons we are.",0,0,0,1,surprise,False,surprise
A truth that no one knows is still the truth.,0,0,0,0,joy,True,happy
"Books have a way of finding their way into our lives, usually, right when we need them the most.",0,0,0,0,joy,True,happy
"Yet, at the same time, as the Eastern sages also knew, man is a worm and food for worms. This is the paradox: he is out of nature and hopelessly in it; he is dual, up in the stars and yet housed in a heart-pumping, breath-gasping body that once belonged to a fish and still carries the gill-marks to prove it. His body is a material fleshy casing that is alien to him in many ways—the strangest and most repugnant way being that it aches and bleeds and will decay and die",1,2,0,1,sadness,False,sad
There is no illusion greater than fear.,0,0,1,1,anger,False,angry
"If you can’t believe in miracles, then believe in yourself. When you want something bad enough, let that drive push you to make it happen. Sometimes you’ll run into brick walls that are put there to test you. Find a way around them and stay focused on your dream. Where there’s a will, there’s a way.",0,1,1,0,sadness,False,sad
Let us labor for an inward stillness-,1,0,0,1,joy,False,happy
It is beautiful to discover our wings and learn how to fly; flight is a beautiful process. But then to rest on the wings of God as He flies: this is divine.,3,0,0,0,joy,False,happy
Those who use religion for their own benefit are detestable. We are against such a situation and will not allow it. Those who use religion in such a manner have fooled our people; it is against just such people that we have fought and will continue to fight.,0,0,1,0,anger,False,angry
"When I hear music, I fear no danger. I am invulnerable. I see no foe. I am related to the earliest times, and to the latest.",1,2,2,0,sadness,True,sad
"One of the great liabilities of history is that all too many people fail to remain awake through great periods of social change. Every society has its protectors of status quo and its fraternities of the indifferent who are notorious for sleeping through revolutions. Today, our very survival depends on our ability to stay awake, to adjust to new ideas, to remain vigilant and to face the challenge of change.",0,0,1,0,anger,False,angry
"Faster, Faster, until the thrill of speed overcomes the fear of death.",1,1,2,2,anger,True,angry
I have already settled it for myself so flattery and criticism go down the same drain and I am quite free.,0,1,1,0,sadness,False,sad
There are no traffic jams on the extra mile.,0,0,0,0,joy,True,happy
"There's only one rule that I know of, babies—God damn it, you've got to be kind.",2,0,1,0,joy,False,happy
"You know me better than you think, you know, and you shall know me better yet.",0,0,0,0,joy,True,happy
"You will write if you will write without thinking of the result in terms of a result, but think of the writing in terms of discovery, which is to say that creation must take plac",0,0,0,0,joy,True,happy
In this country we have no place for hyphenated Americans.,0,0,0,0,joy,True,happy
"Anything that you learn becomes your wealth, a wealth that cannot be taken away from you; whether you learn it in a building called school or in the school of life. To learn something new is a timeless pleasure and a valuable treasure. And not all things that you learn are taught to you, but many things that you learn you realize you have taught yourself.",3,0,0,0,joy,False,happy
"Love was that way. You could not render it in black or white. It always came down to the strange, blended shades of grey.",1,0,0,0,joy,False,happy
"Suddenly, everything was beautiful. The way she viewed the world was nothing more but a reflection of herself.",1,0,0,1,joy,False,happy
There is nothing more important than your eternal salvation.,1,0,0,0,joy,False,happy
"If everyone helps to hold up the sky, then one person does not become tired.",0,0,0,0,joy,True,happy
"Never miss an opportunity to show your love, especially to those close to you, because we are always at our most cautious with them for fear of being hurt.",1,1,2,0,anger,False,angry
"The more you believed in yourself, the more you could trust yourself. The more you trust yourself, the less you compare yourself to others.",0,0,0,0,joy,True,happy
"Work is a blessing. God has so arranged the world that work is necessary, and He gives us hands and strength to do it. The enjoyment of leisure would be nothing if we had only leisure. It is the joy of work well done that enables us to enjoy rest, just as it is the experiences of hunger and thirst that make food and drink such pleasures.",7,1,0,3,joy,False,happy
"I had to learn to live without you and I couldn't make sense of it, because I left so much of me inside of you.",0,0,0,0,joy,True,happy
"The more you talk about them, the more important they will feel. The more you listen to them, the more important you will make them feel.",0,0,0,0,joy,True,happy
"Seven years, Dawn. Working with the Slayer. Seeing my friends get more and more powerful... a witch. A demon. Hell, I could fit Oz in my shaving kit, but come a full moon, he had a wolfy mojo not to be messed with. Powerful, all of them. And I'm the guy who fixes the windows",3,3,6,2,anger,True,angry
"Most people fail in life not because they aim too high and miss, but because they aim too low and hit.",0,0,1,0,anger,False,angry
"Adversity is a natural part of being human. It is the height of arrogance to prescribe a moral code or health regime or spiritual practice as an amulet to keep things from falling apart. Things do fall apart. It is in their nature to do so. When we try to protect ourselves from the inevitability of change, we are not listening to the soul. We are listening to our fear of life and death, our lack of faith, our smaller ego's will to prevail. To listen to your soul is to stop fighting with life--to stop fighting when things fall apart; when they don't go our away, when we get sick, when we are betrayed or mistreated or misunderstood. To listen to the soul is to slow down, to feel deeply, to see ourselves clearly, to surrender to discomfort and uncertainty and to wait.",2,8,6,1,sadness,True,sad
"I’ve always been a slow learner in some areas of my life.mostly the areas known as myself. Or maybe I should say ‘selves.’because the fact is, I’ve never, even as a child, felt I’m only one self, only one person. I’ve always felt I’m quite a few more than one. For example, there’s my jokey self, there’s my morose and fed-up self,there’s my lewd and disgusting self. There’s my clever-clogs self, and my fading-violet-who-cant-make-up-her-mind-about-anything self. There’s my untidy-clothes-everywhere-all-over-my-room self, and my manically tidy self when I want my room to be minimalist and Zen to the nth degree. There’s my confidant, arrogant self and my polite and reasonable and good listener self. There’s my self-righteous self and my wickedly bad self, my flaky self and my bsentimental self. There are selfs I like and selfs I don’t like.there’s my little-girl selfnwhonlikes to play silly games and there’s my old-woman self when I’m quite sure I’m eighty and edging towards geriatric",3,2,3,1,joy,True,happy
"If you're really listening, if you're awake to the poignant beauty of the world, your heart breaks regularly. In fact, your heart is made to break; its purpose is to burst open again and again so that it can hold evermore wonders.",1,0,0,1,joy,False,happy
"Don’t allow yourself to become disheartened when the thread doesn’t suit or seems unsightly to you. Wait and watch. Be patient and devoted. As the threads twist and turn, you will begin to understand, and you will see the pattern finally materialize in all its splendor.",2,1,0,2,joy,True,happy
????? ??? ?? ???? ??? ???,0,0,0,0,joy,True,happy
"?In life, at sometime or another we come to a point where all relationships cease—where there is only us and Allah. There are no parents, brother or sister, or any friend. Then we realise that there is no earth under us nor is there sky above, but only Allah who is supporting us in this emptiness. Then we realise our worth – it is not more than a grain of sand or the leaf of a plant. Then we realise our existence is only confined to our being. Our demise makes not a whit of difference to the world around us, nor to the scheme of things.",1,3,1,0,sadness,False,sad
"... just because [butterflies'] lives were short didn't mean they were tragic... See, they have a beautiful life.",1,0,0,0,joy,False,happy
"Bebek berjalan berbondong-bondong, akan tetapi burung elang terbang sendirian.",0,0,0,0,joy,True,happy
"Blind, broke, jobless, and frustrated, Kevin found it difficult to get through the following few months. But he had one big thing going for him",1,1,1,0,joy,True,happy
"In a strong relationship, you should love your companion more than you need them.",2,0,0,0,joy,False,happy
"Nobody sees a flower - really - it is so small it takes time - we haven't time - and to see takes time, like to have a friend takes time.",1,0,0,0,joy,False,happy
"One of the penalties of an ecological education is that one lives alone in a world of wounds. Much of the damage inflicted on land is quite invisible to laymen. An ecologist must either harden his shell and make believe that the consequences of science are none of his business, or he must be the doctor who sees the marks of death in a community that believes itself well and does not want to be told otherwise.",0,3,3,2,sadness,True,sad
The Lord is my shepherd. I shall not want for nothing. He makes me lie down in the green pastures. He greases up my head with oil. He gives me kung-fu in the face of my enemies. Amen,2,1,1,0,joy,False,happy
The wise warrior avoids the battle.,0,0,2,0,anger,False,angry
"Let us pick up our books and our pens,” I said. “They are our most powerful weapons. One child, one teacher, one book and one pen can change the world.",2,0,1,0,joy,False,happy
To be heroic is to be courageous enough to die for something; to be inspirational is to be crazy enough to live a little.,1,2,1,1,sadness,True,sad
He who robs us of our dreams robs us of our life.,0,0,0,0,joy,True,happy
"The victim mindset dilutes the human potential. By not accepting personal responsibility for our circumstances, we greatly reduce our power to change them.",0,1,1,0,sadness,False,sad
No man is free who is not master of himself.,0,0,0,0,joy,True,happy
"Be a true Heart, not a follower.",1,0,0,0,joy,False,happy
"Our men think earning money and ordering around others is where power lies. They don't think power is in the hands of the woman who takes care of everyone all day long, and gives birth to their children.",2,0,1,1,joy,False,happy
"the moment you don't feel like praying, get on your knees. And the moment you don't feel like reading your bible, you'd better get that Book open.",0,0,0,0,joy,True,happy
Life consists of what man is thinking about all day.,0,0,0,0,joy,True,happy
I had always had a little problem looking out for myself in love. I was afraid people would leave me. So I sort of clung and did everything possible to keep someone around. I didn't have a hard talk with myself about who I was keeping around. Doesn't take a rocket scientist to figure that out. I clung to people like human life preservers. I thought i'd die if someone left me. Its ironic because now I'm the one who's leaving.,1,3,1,1,sadness,False,sad
Dislike in yourself what you dislike in others.,0,0,2,0,anger,False,angry
Nobody ever lives their life all the way up except bullfighters.,0,0,0,0,joy,True,happy
"It may not feel too classy, begging just to ea",0,0,0,0,joy,True,happy
"The trouble with fiction,"" said John Rivers, ""is that it makes too much sense. Reality never makes sense.",0,0,0,0,joy,True,happy
"I was good and bad, but never wicked.",1,1,1,1,joy,True,happy
I don't believe in hate. To me it wastes too much time. People who hate waste so much of their life hating that they miss out on all the other stuff out here.,0,2,3,0,anger,False,angry
"No one lights a lamp in order to hide it behind the door: the purpose of light is to create more light, to open people's eyes, to reveal the marvels around.",1,0,0,0,joy,False,happy
"Plants are more courageous than almost all human beings: an orange tree would rather die than produce lemons, whereas instead of dying the average person would rather be someone they are not.",1,2,2,1,sadness,True,sad
Silent acquiescence in the face of tyranny is no better than outright agreement.,0,1,0,0,sadness,False,sad
When it rains it pours. Maybe the art of life is to convert tough times to great experiences: we can choose to hate the rain or dance in it.,2,3,1,1,sadness,True,sad
It's better to have a few faithful friends than numerous shallow friendships.,0,0,0,0,joy,True,happy
when you're cool for twenty,0,0,0,0,joy,True,happy
"Real change is difficult at the beginning, but gorgeous at the end. Change begins the moment you get the courage and step outside your comfort zone; change begins at the end of your comfort zone.",3,0,0,0,joy,False,happy
In the mist of Difficulty lies Opportunity.,0,1,1,0,sadness,False,sad
"On Wednesday, when the sky is blue",0,1,0,0,sadness,False,sad
Time is what keeps things from happening all at once.,0,0,0,0,joy,True,happy
"Never apologize for showing feeling. When you do so, you apologize for the truth.",1,3,1,1,sadness,False,sad
"I am still determined to be cheerful and happy, in whatever situation I may be; for I have also learned from experience that the greater part of our happiness or misery depends upon our dispositions, and not upon our circumstances. a",3,1,1,1,joy,False,happy
"You know my name, not my story. You've heard what I've done, but not what I've been through.",0,0,0,0,joy,True,happy
"The heart may freeze, or it can burn. The pain will ease and I can learn. There is no future, there is no past. I live this moment as, my last.",0,1,0,0,sadness,False,sad
"Do what you love, think what you feel and live the way you want.",1,0,0,0,joy,False,happy
"If you would not be forgotten, as soon as you are dead and rotten, either write things worth reading, or do things worth writing.",0,1,0,0,sadness,False,sad
"A daily dose of daydreaming heals the heart, soothes the soul, and strengthens the imagination.",0,0,0,0,joy,True,happy
"It does not matter how long you live, but how well you do it.",0,0,0,0,joy,True,happy
God only allows us to see such things when he wants something to change,1,0,0,0,joy,False,happy
"If your actions inspire others to dream more, learn more, do more and become more, you are a leader.",1,0,0,0,joy,False,happy
"You do not have to sit outside in the dark. If, however, you want to look at the stars, you will find that darkness is necessary. But the stars neither require nor demand it.",0,2,2,0,sadness,False,sad
"If your life is worth thinking about,it is worth writing about.",0,0,0,0,joy,True,happy
"People who love themselves come across as very loving, generous and kind; they express their self-confidence through humility, forgiveness and inclusiveness.",4,0,0,0,joy,False,happy
"In the east,"" she says after a time, her gaze still downcast, ""there is a tradition known a",0,0,0,0,joy,True,happy
"I would not sit waiting for some vague tomorrow, nor for something to happen. One could wait a lifetime, and find nothing at the end of the waiting. I would begin here, I would make something happen.",0,0,0,0,joy,True,happy
"Tough times don't last, tough people do, remember?",0,2,0,0,sadness,False,sad
Inner peace is impossible without patience. Wisdom requires patience. Spiritual growth implies the mastery of patience. Patience allows the unfolding of destiny to proceed at its won unhurried pace.,2,1,1,0,joy,False,happy
"You told me once of the plants that lie dormant through the drought, that wait, half-dead, deep in the earth. The plants that wait for the rain. You said they'd wait for years, if they had to; that they'd almost kill themselves before they grew again. But as soon as those first drops of water fall, those plants begin to stretch and spread their roots. They travel up through the soil and sand to reach the surface. There's a chance for them again.",0,3,1,1,sadness,False,sad
"The major work of the world is not done by geniuses. It is done by ordinary people, with balance in their lives, who have learned to work in an extraordinary manner.",0,0,0,0,joy,True,happy
"A wise man always has something to say, whereas a fool always needs to say something.",0,0,0,0,joy,True,happy
there is no moment more precious than the exact moment you are living now,1,0,0,1,joy,False,happy
Remembering that you are going to die is the best way I know to avoid the trap of thinking you have something to lose.,0,2,1,1,sadness,False,sad
